46168:
 num     #instances         #bytes  class name (module)
33656:             1             16  com.intellij.ui.jcef.JcefShortcutProvider$$Lambda/0x0000009804d63220
33657:             1             16  com.intellij.ui.jcef.JcefShortcutProvider$$Lambda/0x0000009804d63480
33658:             1             16  com.intellij.ui.jcef.JcefShortcutProvider$$Lambda/0x0000009804d636e0
33659:             1             16  com.intellij.ui.jcef.JcefShortcutProvider$$Lambda/0x0000009804d63940
33660:             1             16  com.intellij.ui.jcef.JcefShortcutProvider$$Lambda/0x0000009804d63ba0
33661:             1             16  com.intellij.ui.jcef.SettingsHelper$$Lambda/0x00000098035d1bd8
33662:             1             16  com.intellij.ui.jcef.SettingsHelper$$Lambda/0x0000009804d454a0
33663:             1             16  com.intellij.ui.jcef.SettingsHelper$$Lambda/0x0000009804d45710
33664:             1             16  com.intellij.ui.mac.MacDockDelegate
33665:             1             16  com.intellij.ui.mac.MacFullScreenControlsManager
33666:             1             16  com.intellij.ui.mac.MacMainFrameDecorator$Companion
33667:             1             16  com.intellij.ui.mac.MacOSApplicationProviderKt$$Lambda/0x00000098025e92e8
33668:             1             16  com.intellij.ui.mac.MacOSApplicationProviderKt$$Lambda/0x00000098025ee5d8
33669:             1             16  com.intellij.ui.mac.MacOSApplicationProviderKt$$Lambda/0x00000098025f3d08
33670:             1             16  com.intellij.ui.mac.MacOSApplicationProviderKt$$Lambda/0x00000098025f4ff8
33671:             1             16  com.intellij.ui.mac.MacOSApplicationProviderKt$$Lambda/0x0000009802610fc8
33672:             1             16  com.intellij.ui.mac.MacOSApplicationProviderKt$installAutoUpdateMenu$impl$1
33673:             1             16  com.intellij.ui.mac.MacWinTabsHandlerV2$$Lambda/0x0000009802afbd10
33674:             1             16  com.intellij.ui.mac.MergeAllWindowsAction$RecentProjectsFullScreenTabSupport
33675:             1             16  com.intellij.ui.mac.foundation.Foundation$1
33676:             1             16  com.intellij.ui.mac.touchbar.TouchbarSupport$$Lambda/0x00000098035b7da0
33677:             1             16  com.intellij.ui.messages.AlertMessagesManager
33678:             1             16  com.intellij.ui.messages.AlertMessagesManager$Companion
33679:             1             16  com.intellij.ui.popup.AbstractPopup$$Lambda/0x0000009804084c10
33680:             1             16  com.intellij.ui.popup.AbstractPopup$$Lambda/0x00000098040abac0
33681:             1             16  com.intellij.ui.popup.AbstractPopup$$Lambda/0x00000098055e7058
33682:             1             16  com.intellij.ui.popup.AbstractPopup$$Lambda/0x00000098057011b0
33683:             1             16  com.intellij.ui.popup.ActionGroupPopupCollector
33684:             1             16  com.intellij.ui.popup.ActionPopupOptions$Companion
33685:             1             16  com.intellij.ui.popup.ActionPopupStep$$Lambda/0x000000980406d0d8
33686:             1             16  com.intellij.ui.popup.ComponentPopupBuilderImpl$$Lambda/0x0000009804cd7430
33687:             1             16  com.intellij.ui.popup.HintUpdateSupply$$Lambda/0x0000009804075160
33688:             1             16  com.intellij.ui.popup.HintUpdateSupply$$Lambda/0x000000980430b5c0
33689:             1             16  com.intellij.ui.popup.LocalPopupComponentFactory
33690:             1             16  com.intellij.ui.popup.LocalPopupComponentFactory$AwtPopupWrapper$Companion
33691:             1             16  com.intellij.ui.popup.PopupComponentFactory$Companion
33692:             1             16  com.intellij.ui.popup.PopupDispatcher
33693:             1             16  com.intellij.ui.popup.PopupFactoryImpl$$Lambda/0x000000980405bb30
33694:             1             16  com.intellij.ui.popup.list.ListPopupImpl$MyList$$Lambda/0x00000098040a1410
33695:             1             16  com.intellij.ui.popup.list.PopupInlineActionsSupportKt$Empty$1
33696:             1             16  com.intellij.ui.popup.list.SelectablePanel$Companion
33697:             1             16  com.intellij.ui.scale.JBUIScale
33698:             1             16  com.intellij.ui.scale.JBUIScale$$Lambda/0x00000098022094b0
33699:             1             16  com.intellij.ui.scale.JBUIScale$$Lambda/0x0000009802209da8
33700:             1             16  com.intellij.ui.scale.JBUIScale$$Lambda/0x0000009802209ff8
33701:             1             16  com.intellij.ui.scale.JBUIScale$$Lambda/0x000000980220a480
33702:             1             16  com.intellij.ui.scale.ScaleContext$Companion
33703:             1             16  com.intellij.ui.scale.ScaleKt$$Lambda/0x0000009802aca000
33704:             1             16  com.intellij.ui.scale.ScaleKt$$Lambda/0x0000009802acf670
33705:             1             16  com.intellij.ui.scale.ScaleKt$$Lambda/0x00000098030b3cc8
33706:             1             16  com.intellij.ui.scale.ScaleType$$Lambda/0x0000009802aca250
33707:             1             16  com.intellij.ui.stripe.ErrorStripePainter$$Lambda/0x0000009804610498
33708:             1             16  com.intellij.ui.stripe.TreeUpdater$$Lambda/0x0000009804312260
33709:             1             16  com.intellij.ui.stripe.TreeUpdater$$Lambda/0x00000098043124f0
33710:             1             16  com.intellij.ui.stripe.TreeUpdater$1
33711:             1             16  com.intellij.ui.stripe.Updater$$Lambda/0x0000009804317ad0
33712:             1             16  com.intellij.ui.stripe.Updater$1
33713:             1             16  com.intellij.ui.svg.JSvgDocumentFactoryKt$$Lambda/0x0000009802db7710
33714:             1             16  com.intellij.ui.svg.SvgCacheKeyType
33715:             1             16  com.intellij.ui.svg.SvgCacheManager$Companion
33716:             1             16  com.intellij.ui.svg.SvgCacheValueType
33717:             1             16  com.intellij.ui.svg.SvgImageDecoder$Companion
33718:             1             16  com.intellij.ui.tabs.EditorTabColorProviderImpl
33719:             1             16  com.intellij.ui.tabs.FileColorsOptionsTopHitProvider
33720:             1             16  com.intellij.ui.tabs.JBTabPainter$Companion
33721:             1             16  com.intellij.ui.tabs.JBTabsEx$Companion
33722:             1             16  com.intellij.ui.tabs.PerTeamFileColorModelStorageManager
33723:             1             16  com.intellij.ui.tabs.PerUserFileColorModelStorageManager
33724:             1             16  com.intellij.ui.tabs.TabInfo$Companion
33725:             1             16  com.intellij.ui.tabs.TabInfoIconHolder$Companion
33726:             1             16  com.intellij.ui.tabs.impl.ActionPanel$$Lambda/0x000000980381bbe0
33727:             1             16  com.intellij.ui.tabs.impl.ActionPanel$$Lambda/0x000000980381f690
33728:             1             16  com.intellij.ui.tabs.impl.IslandsPainterProvider$Companion
33729:             1             16  com.intellij.ui.tabs.impl.JBEditorTabs$Companion
33730:             1             16  com.intellij.ui.tabs.impl.JBEditorTabsBorder$Companion
33731:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$$Lambda/0x0000009803114238
33732:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$$Lambda/0x000000980312af98
33733:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$$Lambda/0x0000009803180910
33734:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$8$2
33735:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$AccessibleJBTabsImpl$1
33736:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$Companion
33737:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$DefaultDecorator
33738:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$DefaultDecorator$$Lambda/0x000000980310e290
33739:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$Toolbar$$Lambda/0x0000009805eebc08
33740:             1             16  com.intellij.ui.tabs.impl.JBTabsImplKt$$Lambda/0x000000980310f7a0
33741:             1             16  com.intellij.ui.tabs.impl.JBTabsImplKt$$Lambda/0x000000980310fcc0
33742:             1             16  com.intellij.ui.tabs.impl.SingleHeightTabs$Companion
33743:             1             16  com.intellij.ui.tabs.impl.ToolWindowTabPainter
33744:             1             16  com.intellij.ui.tabs.impl.themes.DebuggerTabTheme
33745:             1             16  com.intellij.ui.tabs.impl.themes.ToolWindowTabTheme
33746:             1             16  com.intellij.ui.tree.AsyncTreeModel$$Lambda/0x000000980432afe8
33747:             1             16  com.intellij.ui.tree.AsyncTreeModel$$Lambda/0x000000980458b258
33748:             1             16  com.intellij.ui.tree.AsyncTreeModel$$Lambda/0x000000980465aff0
33749:             1             16  com.intellij.ui.tree.AsyncTreeModel$1
33750:             1             16  com.intellij.ui.tree.BgtTreeWalker$InitialState
33751:             1             16  com.intellij.ui.tree.RestoreSelectionListener
33752:             1             16  com.intellij.ui.tree.RestoreSelectionListener$$Lambda/0x0000009804f50800
33753:             1             16  com.intellij.ui.tree.StructureTreeModel$$Lambda/0x000000980431d0e8
33754:             1             16  com.intellij.ui.tree.StructureTreeModel$$Lambda/0x000000980431d7a8
33755:             1             16  com.intellij.ui.tree.StructureTreeModel$$Lambda/0x000000980467e188
33756:             1             16  com.intellij.ui.tree.StructureTreeModel$Node$$Lambda/0x0000009804669a60
33757:             1             16  com.intellij.ui.tree.TreeCollector$VirtualFileRoots$$Lambda/0x0000009804cf9080
33758:             1             16  com.intellij.ui.tree.TreePathUtil$$Lambda/0x000000980467e8d8
33759:             1             16  com.intellij.ui.tree.TreePathUtil$$Lambda/0x000000980467eb48
33760:             1             16  com.intellij.ui.tree.project.ProjectFileNodeUpdater$$Lambda/0x00000098043209d8
33761:             1             16  com.intellij.ui.tree.project.ProjectFileNodeUpdater$$Lambda/0x00000098043211b0
33762:             1             16  com.intellij.ui.tree.project.ProjectFileNodeUpdater$1
33763:             1             16  com.intellij.ui.tree.project.ProjectFileNodeUpdater$2
33764:             1             16  com.intellij.ui.tree.project.ProjectFileNodeUpdater$3
33765:             1             16  com.intellij.ui.tree.project.ProjectFileNodeUpdater$4
33766:             1             16  com.intellij.ui.tree.project.ProjectFileNodeUpdaterLegacyInvoker
33767:             1             16  com.intellij.ui.tree.ui.DefaultTreeLayoutCache$VariableHeightSupport
33768:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032e92f8
33769:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032e9558
33770:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032e97b8
33771:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032e9ca0
33772:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032e9f00
33773:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ea160
33774:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ea3c0
33775:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ea890
33776:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032eaaf0
33777:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ead50
33778:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032eafb0
33779:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032eb210
33780:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032eb470
33781:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032eb6d0
33782:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032eb930
33783:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ebb90
33784:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ee000
33785:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ee260
33786:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ee4c0
33787:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ee720
33788:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032ee980
33789:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032eebe0
33790:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda/0x00000098032eee40
33791:             1             16  com.intellij.ultimate.UltimateVerifier
33792:             1             16  com.intellij.uml.DiagramActionPromoter
33793:             1             16  com.intellij.uml.DiagramFileIconProvider
33794:             1             16  com.intellij.uml.EmptyDiagramProvider$EditorNotificationProviderImpl$$Lambda/0x00000098038b9d28
33795:             1             16  com.intellij.uml.UmlEditorProvider
33796:             1             16  com.intellij.uml.UmlEditorProvider$Companion
33797:             1             16  com.intellij.uml.UmlUiDataRule
33798:             1             16  com.intellij.uml.core.actions.ShowDiagramBase$$Lambda/0x0000009804b30cd0
33799:             1             16  com.intellij.uml.core.actions.fs.DiagramCopyHandler
33800:             1             16  com.intellij.uml.editors.DiagramEditorTabTitleProvider
33801:             1             16  com.intellij.uml.export.OpenDiagramInWebEditorService$Companion
33802:             1             16  com.intellij.uml.statistics.DiagramProviderRule
33803:             1             16  com.intellij.uml.v2.oldapiadapters.GraphChartAdapterForDiagramElementManager
33804:             1             16  com.intellij.uml.v2.oldapiadapters.GraphChartAdapterForDiagramProvider
33805:             1             16  com.intellij.unscramble.AnnotateStackTraceAction$Provider
33806:             1             16  com.intellij.usageView.UsageViewLongNameLocation
33807:             1             16  com.intellij.usageView.UsageViewLongNameLocation$1
33808:             1             16  com.intellij.usageView.UsageViewNodeTextLocation
33809:             1             16  com.intellij.usageView.UsageViewNodeTextLocation$$Lambda/0x0000009805f264c0
33810:             1             16  com.intellij.usageView.UsageViewShortNameLocation
33811:             1             16  com.intellij.usageView.UsageViewShortNameLocation$1
33812:             1             16  com.intellij.usageView.UsageViewTypeLocation
33813:             1             16  com.intellij.usageView.UsageViewTypeLocation$1
33814:             1             16  com.intellij.usageView.XmlUsageViewDescriptionProvider
33815:             1             16  com.intellij.usages.ChunkExtractor$$Lambda/0x000000980491ee88
33816:             1             16  com.intellij.usages.impl.ScopeRuleValidator
33817:             1             16  com.intellij.usages.impl.UsageViewActionPromoter
33818:             1             16  com.intellij.usages.impl.UsageViewStatisticsCollector
33819:             1             16  com.intellij.usages.impl.rules.UsageFilteringRulesActivity
33820:             1             16  com.intellij.usages.similarity.statistics.SimilarUsagesCollector
33821:             1             16  com.intellij.util.AbstractQuery$$Lambda/0x00000098047712f8
33822:             1             16  com.intellij.util.AlarmSharedCoroutineScopeHolder
33823:             1             16  com.intellij.util.ArrayUtil$$Lambda/0x0000009802287a98
33824:             1             16  com.intellij.util.ArrayUtil$$Lambda/0x0000009802287ce8
33825:             1             16  com.intellij.util.AstLoadingFilter$$Lambda/0x0000009804386868
33826:             1             16  com.intellij.util.AstLoadingFilter$$Lambda/0x0000009804386d10
33827:             1             16  com.intellij.util.BitUtil
33828:             1             16  com.intellij.util.CachedValueStabilityChecker$$Lambda/0x00000098043bc9c8
33829:             1             16  com.intellij.util.CommonProcessors$$Lambda/0x00000098042e2b00
33830:             1             16  com.intellij.util.CommonProcessors$$Lambda/0x00000098042e2d50
33831:             1             16  com.intellij.util.DefaultBundleService
33832:             1             16  com.intellij.util.DefaultBundleService$$Lambda/0x0000009802339080
33833:             1             16  com.intellij.util.EditSourceOnDoubleClickHandler
33834:             1             16  com.intellij.util.EnvironmentRestorer$$Lambda/0x00000098042ea968
33835:             1             16  com.intellij.util.FunctionUtil$1
33836:             1             16  com.intellij.util.Functions$$Lambda/0x00000098029a3d78
33837:             1             16  com.intellij.util.Functions$$Lambda/0x00000098029a4010
33838:             1             16  com.intellij.util.Functions$$Lambda/0x00000098029a42a8
33839:             1             16  com.intellij.util.Functions$1
33840:             1             16  com.intellij.util.Functions$2
33841:             1             16  com.intellij.util.IconUtil
33842:             1             16  com.intellij.util.IconUtilKt$$Lambda/0x0000009803815030
33843:             1             16  com.intellij.util.IdempotenceChecker$$Lambda/0x00000098033b9b38
33844:             1             16  com.intellij.util.IdempotenceChecker$$Lambda/0x00000098033b9d88
33845:             1             16  com.intellij.util.IdempotenceChecker$$Lambda/0x00000098033ba2c8
33846:             1             16  com.intellij.util.ImageLoader
33847:             1             16  com.intellij.util.InsecureHashBuilder$Companion
33848:             1             16  com.intellij.util.IntelliJCoroutinesFacade
33849:             1             16  com.intellij.util.JBIterableClassTraverser$$Lambda/0x00000098040ac4a8
33850:             1             16  com.intellij.util.LazyRecursionTrackerElement$Key
33851:             1             16  com.intellij.util.LocaleSensitiveApplicationCacheService
33852:             1             16  com.intellij.util.LocaleSensitiveApplicationCacheService$$Lambda/0x0000009805a435a0
33853:             1             16  com.intellij.util.LocaleSensitiveApplicationCacheService$1
33854:             1             16  com.intellij.util.MemTester$$Lambda/0x0000009805c9fb60
33855:             1             16  com.intellij.util.MergingUpdateQueueActivityTracker
33856:             1             16  com.intellij.util.MergingUpdateQueueTrackerImpl
33857:             1             16  com.intellij.util.PairProcessor$$Lambda/0x0000009804aa6728
33858:             1             16  com.intellij.util.Plow$Companion
33859:             1             16  com.intellij.util.PsiIconUtil
33860:             1             16  com.intellij.util.QueriesImpl
33861:             1             16  com.intellij.util.ReflectionAssignabilityCache
33862:             1             16  com.intellij.util.ReflectionAssignabilityCache$$Lambda/0x000000980286daa8
33863:             1             16  com.intellij.util.RetinaImage$$Lambda/0x00000098030b91e0
33864:             1             16  com.intellij.util.SVGLoader
33865:             1             16  com.intellij.util.SingleAlarm$Companion
33866:             1             16  com.intellij.util.SingleAlarm$Companion$$Lambda/0x0000009805eef758
33867:             1             16  com.intellij.util.SingleAlarmSharedCoroutineScopeHolder
33868:             1             16  com.intellij.util.SingleEdtTaskScheduler$$Lambda/0x0000009802d07c28
33869:             1             16  com.intellij.util.SingleEdtTaskScheduler$Companion
33870:             1             16  com.intellij.util.SlowOperations$$Lambda/0x0000009805647338
33871:             1             16  com.intellij.util.SlowOperations$$Lambda/0x00000098056475a8
33872:             1             16  com.intellij.util.SmartList$$Lambda/0x00000098023bfda0
33873:             1             16  com.intellij.util.SuspendingLazyImpl$$Lambda/0x0000009805bcaa88
33874:             1             16  com.intellij.util.SuspendingLazyImpl$Companion
33875:             1             16  com.intellij.util.ThreeState$Companion
33876:             1             16  com.intellij.util.Timed$$Lambda/0x000000980263d000
33877:             1             16  com.intellij.util.UNINITIALIZED_VALUE
33878:             1             16  com.intellij.util.Urls
33879:             1             16  com.intellij.util.animation.Easing$$Lambda/0x0000009802d8b1d0
33880:             1             16  com.intellij.util.concurrency.BlockingJob$Companion
33881:             1             16  com.intellij.util.concurrency.BoundedTaskExecutor$$Lambda/0x00000098027875a8
33882:             1             16  com.intellij.util.concurrency.EdtExecutorServiceImpl
33883:             1             16  com.intellij.util.concurrency.EdtScheduler
33884:             1             16  com.intellij.util.concurrency.EdtScheduler$$Lambda/0x0000009802e35d80
33885:             1             16  com.intellij.util.concurrency.EdtScheduler$Companion
33886:             1             16  com.intellij.util.concurrency.Holder
33887:             1             16  com.intellij.util.concurrency.InvokerService
33888:             1             16  com.intellij.util.concurrency.InvokerService$Companion
33889:             1             16  com.intellij.util.concurrency.NonUrgentExecutor
33890:             1             16  com.intellij.util.concurrency.QueueProcessor$RunnableConsumer
33891:             1             16  com.intellij.util.concurrency.SchedulingWrapper$$Lambda/0x0000009802502320
33892:             1             16  com.intellij.util.concurrency.SynchronizedClearableLazy$Companion
33893:             1             16  com.intellij.util.concurrency.ThreadScopeCheckpoint$Companion
33894:             1             16  com.intellij.util.concurrency.ThreadingAssertions$$Lambda/0x0000009802bef770
33895:             1             16  com.intellij.util.concurrency.ThreadingAssertions$$Lambda/0x0000009802d11f00
33896:             1             16  com.intellij.util.concurrency.ThreadingAssertions$$Lambda/0x0000009802d12170
33897:             1             16  com.intellij.util.concurrency.ThreadingAssertions$$Lambda/0x0000009802eab000
33898:             1             16  com.intellij.util.concurrency.ThreadingAssertions$$Lambda/0x0000009802eab270
33899:             1             16  com.intellij.util.concurrency.ThreadingAssertions$$Lambda/0x0000009802eb2118
33900:             1             16  com.intellij.util.concurrency.ThreadingAssertions$$Lambda/0x00000098038694d8
33901:             1             16  com.intellij.util.concurrency.ThreadingAssertions$$Lambda/0x0000009803869748
33902:             1             16  com.intellij.util.concurrency.ThreadingAssertions$$Lambda/0x0000009805818960
33903:             1             16  com.intellij.util.containers.BidirectionalMap$$Lambda/0x0000009802c3c000
33904:             1             16  com.intellij.util.containers.CanonicalHashingStrategy
33905:             1             16  com.intellij.util.containers.CanonicalObjectStrategy
33906:             1             16  com.intellij.util.containers.CaseInsensitiveStringHashingStrategy
33907:             1             16  com.intellij.util.containers.CharTrie$$Lambda/0x0000009803ec6850
33908:             1             16  com.intellij.util.containers.ConcurrentFactoryMap$$Lambda/0x0000009802e057a0
33909:             1             16  com.intellij.util.containers.ConcurrentRefHashMap$$Lambda/0x00000098021895b0
33910:             1             16  com.intellij.util.containers.ConcurrentWeakKeySoftValueHashMap$$Lambda/0x00000098020bdad0
33911:             1             16  com.intellij.util.containers.ContainerUtil$$Lambda/0x00000098047ed450
33912:             1             16  com.intellij.util.containers.ContainerUtilRt$EmptyList
33913:             1             16  com.intellij.util.containers.Convertor$IntoSelf
33914:             1             16  com.intellij.util.containers.DisposableWrapperList$$Lambda/0x0000009804284990
33915:             1             16  com.intellij.util.containers.EmptyIterator
33916:             1             16  com.intellij.util.containers.FactoryMap$$Lambda/0x0000009805ceaf80
33917:             1             16  com.intellij.util.containers.FastUtilCaseInsensitiveStringHashingStrategy
33918:             1             16  com.intellij.util.containers.FastUtilHashingStrategies$1
33919:             1             16  com.intellij.util.containers.IdentityHashingStrategy
33920:             1             16  com.intellij.util.containers.JBIterable$$Lambda/0x00000098040994c8
33921:             1             16  com.intellij.util.containers.JBIterable$$Lambda/0x0000009804c8b7a8
33922:             1             16  com.intellij.util.containers.JBIterable$Empty
33923:             1             16  com.intellij.util.containers.JBIterator$2
33924:             1             16  com.intellij.util.containers.Java11Shim$Companion
33925:             1             16  com.intellij.util.containers.MostlySingularMultiMap$$Lambda/0x000000980424b800
33926:             1             16  com.intellij.util.containers.MostlySingularMultiMap$EmptyMap
33927:             1             16  com.intellij.util.containers.OptionalKt$Companion
33928:             1             16  com.intellij.util.containers.ThreadLocalRandom$$Lambda/0x0000009803b9c000
33929:             1             16  com.intellij.util.containers.TreeTraversal$10
33930:             1             16  com.intellij.util.containers.TreeTraversal$11
33931:             1             16  com.intellij.util.containers.TreeTraversal$12
33932:             1             16  com.intellij.util.containers.TreeTraversal$13
33933:             1             16  com.intellij.util.containers.TreeTraversal$6
33934:             1             16  com.intellij.util.containers.TreeTraversal$7
33935:             1             16  com.intellij.util.containers.TreeTraversal$8
33936:             1             16  com.intellij.util.containers.TreeTraversal$9
33937:             1             16  com.intellij.util.containers.TreeTraversal$P$$Lambda/0x00000098029a9090
33938:             1             16  com.intellij.util.containers.TreeTraversal$P$1
33939:             1             16  com.intellij.util.containers.UnmodifiableHashMap$2
33940:             1             16  com.intellij.util.containers.hash.EqualityPolicy$1
33941:             1             16  com.intellij.util.containers.hash.EqualityPolicy$2
33942:             1             16  com.intellij.util.containers.prefixTree.PrefixTreeFactory$Companion
33943:             1             16  com.intellij.util.diff.BitSet$Companion
33944:             1             16  com.intellij.util.diff.Diff
33945:             1             16  com.intellij.util.diff.DiffTree$1
33946:             1             16  com.intellij.util.diff.Reindexer$Companion
33947:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda/0x0000009803e9e3f8
33948:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda/0x0000009803e9e690
33949:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda/0x0000009803e9e928
33950:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda/0x0000009803e9ebc0
33951:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda/0x000000980453c6d0
33952:             1             16  com.intellij.util.fastutil.Arrays
33953:             1             16  com.intellij.util.fastutil.HashCommon
33954:             1             16  com.intellij.util.fastutil.ints.IntArrayList$Companion
33955:             1             16  com.intellij.util.fastutil.ints.IntArrays
33956:             1             16  com.intellij.util.gist.GistManagerImpl$MyBulkFileListener
33957:             1             16  com.intellij.util.gist.GistManagerImpl$MyBulkFileListener$$Lambda/0x000000980424fd48
33958:             1             16  com.intellij.util.gist.PsiFileGistImpl$$Lambda/0x000000980387dca0
33959:             1             16  com.intellij.util.gist.storage.GistStorageImpl
33960:             1             16  com.intellij.util.gist.storage.GistStorageImpl$$Lambda/0x0000009803161800
33961:             1             16  com.intellij.util.gist.storage.GistStorageImpl$$Lambda/0x0000009803161a50
33962:             1             16  com.intellij.util.gist.storage.GistStorageImpl$$Lambda/0x0000009803168238
33963:             1             16  com.intellij.util.gist.storage.GistStorageImpl$$Lambda/0x00000098041f9860
33964:             1             16  com.intellij.util.gist.storage.GistStorageImpl$$Lambda/0x00000098041f9d60
33965:             1             16  com.intellij.util.graph.GraphGenerator$$Lambda/0x00000098022c2118
33966:             1             16  com.intellij.util.indexing.AdditionalIndexableFileSet$$Lambda/0x0000009803240258
33967:             1             16  com.intellij.util.indexing.CancelledScanning
33968:             1             16  com.intellij.util.indexing.CorruptionMarker
33969:             1             16  com.intellij.util.indexing.CustomEntitiesCausingReindexTracker$$Lambda/0x0000009802d35d90
33970:             1             16  com.intellij.util.indexing.CustomEntitiesCausingReindexTracker$$Lambda/0x0000009802d38550
33971:             1             16  com.intellij.util.indexing.CustomEntitiesCausingReindexTracker$$Lambda/0x0000009802d387d0
33972:             1             16  com.intellij.util.indexing.CustomEntitiesCausingReindexTracker$$Lambda/0x0000009802d38a40
33973:             1             16  com.intellij.util.indexing.CustomEntitiesCausingReindexTracker$$Lambda/0x0000009802d39a28
33974:             1             16  com.intellij.util.indexing.CustomEntitiesCausingReindexTracker$$Lambda/0x0000009802d39ca8
33975:             1             16  com.intellij.util.indexing.CustomEntitiesCausingReindexTracker$$Lambda/0x0000009802d39f18
33976:             1             16  com.intellij.util.indexing.CustomEntitiesCausingReindexTracker$$Lambda/0x0000009802d3a198
33977:             1             16  com.intellij.util.indexing.CustomizableExcludeExtensions$$Lambda/0x0000009802815b20
33978:             1             16  com.intellij.util.indexing.DumbModeWhileScanningSubscriber
33979:             1             16  com.intellij.util.indexing.DumbModeWhileScanningTrigger$subscribe$1$invokeSuspend$$inlined$map$1
33980:             1             16  com.intellij.util.indexing.DumbModeWhileScanningTrigger$subscribe$1$invokeSuspend$$inlined$map$1$2
33981:             1             16  com.intellij.util.indexing.DumbModeWhileScanningTriggerKt$$Lambda/0x0000009803b38c48
33982:             1             16  com.intellij.util.indexing.EmptyIndex
33983:             1             16  com.intellij.util.indexing.EntityIndexingServiceImpl
33984:             1             16  com.intellij.util.indexing.FileBasedIndexDataInitialization$$Lambda/0x0000009802889e70
33985:             1             16  com.intellij.util.indexing.FileBasedIndexDataInitialization$MyApplicationListener
33986:             1             16  com.intellij.util.indexing.FileBasedIndexDataInitialization$ShutdownTaskAsDisposable
33987:             1             16  com.intellij.util.indexing.FileBasedIndexEx$$Lambda/0x000000980268e000
33988:             1             16  com.intellij.util.indexing.FileBasedIndexEx$$Lambda/0x0000009804fcbb80
33989:             1             16  com.intellij.util.indexing.FileBasedIndexFileTypeListener
33990:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda/0x0000009802693148
33991:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda/0x000000980269cad0
33992:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda/0x0000009803e404f0
33993:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda/0x00000098042fd310
33994:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda/0x00000098046a9de0
33995:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$1
33996:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$2
33997:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$3
33998:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$4
33999:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$5
34000:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$ShutDownIndexesTask
34001:             1             16  com.intellij.util.indexing.FileBasedIndexInfrastructureExtensionStartup
34002:             1             16  com.intellij.util.indexing.FileContentImpl$$Lambda/0x0000009804773088
34003:             1             16  com.intellij.util.indexing.FileIndexingStateWithExplanation$$Lambda/0x0000009803a9d038
